college_code,roll_no,dob,course_code,date,status
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-07,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-09,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-12,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-13,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-20,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-23,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-26,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-27,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-28,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-02-29,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-04,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-06,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-07,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-08,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-12,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-13,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-14,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-15,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-18,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-20,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-21,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-22,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-27,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-03-29,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-02,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-08,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-10,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-12,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-15,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-17,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-19,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-23,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-25,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-26,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-04-30,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-05-06,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-05-07,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-05-08,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA201,2024-05-09,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-01,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-06,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-07,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-08,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-12,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-16,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-22,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-27,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-02-28,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-04,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-11,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-12,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-13,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-14,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-15,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-19,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-20,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-21,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-22,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-26,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-27,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-03-28,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-01,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-02,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-03,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-05,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-09,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-10,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-11,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-12,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-15,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-16,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-18,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-22,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-25,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-29,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-04-30,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-05-01,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-05-02,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-05-06,A
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-05-08,P
AKTU002,AKTU002-Management-2023-1081,2002-06-03,MBA202,2024-05-09,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-01,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-02,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-06,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-07,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-12,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-16,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-19,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-23,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-02-27,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-01,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-04,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-06,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-12,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-13,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-18,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-25,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-27,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-28,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-03-29,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-04,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-15,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-16,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-17,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-19,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-25,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-26,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-04-30,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-05-06,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-05-07,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-05-09,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE401,2024-05-10,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-01,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-05,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-06,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-07,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-08,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-09,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-14,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-15,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-16,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-20,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-21,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-22,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-23,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-27,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-28,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-02-29,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-01,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-04,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-06,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-08,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-11,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-12,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-14,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-15,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-19,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-20,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-21,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-22,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-25,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-26,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-27,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-28,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-03-29,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-01,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-03,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-04,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-05,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-08,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-09,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-11,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-12,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-15,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-16,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-17,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-18,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-23,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-04-29,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-05-01,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-05-02,P
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-05-08,A
AKTU002,AKTU002-CSE-2022-1082,2004-01-04,CSE402,2024-05-10,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-02,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-05,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-07,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-12,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-14,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-19,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-20,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-21,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-22,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-23,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-26,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-02-28,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-01,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-04,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-06,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-07,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-08,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-12,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-13,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-14,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-15,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-19,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-21,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-25,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-27,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-28,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-03-29,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-01,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-02,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-04,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-08,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-09,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-10,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-11,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-12,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-15,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-16,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-17,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-18,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-19,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-22,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-24,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-25,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-26,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-04-30,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-01,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-02,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-03,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-07,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-08,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA201,2024-05-10,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-01,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-02,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-06,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-07,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-12,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-13,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-15,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-16,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-19,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-26,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-27,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-28,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-02-29,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-04,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-06,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-07,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-11,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-12,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-13,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-14,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-15,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-18,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-21,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-22,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-25,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-03-29,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-02,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-09,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-11,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-12,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-17,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-18,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-19,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-22,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-23,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-24,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-25,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-26,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-29,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-04-30,P
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-05-01,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-05-03,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-05-07,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-05-08,A
AKTU003,AKTU003-Management-2022-1083,2003-12-05,MBA202,2024-05-10,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-02,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-05,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-06,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-07,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-08,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-14,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-15,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-16,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-20,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-21,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-22,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-23,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-02-28,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-01,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-04,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-07,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-08,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-11,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-12,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-13,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-15,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-19,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-20,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-21,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-25,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-26,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-27,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-03-28,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-01,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-09,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-10,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-11,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-12,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-15,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-17,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-19,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-22,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-23,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-26,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-29,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-04-30,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-05-01,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-05-03,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-05-07,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA201,2024-05-09,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-01,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-05,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-07,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-08,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-09,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-12,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-13,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-14,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-21,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-02-29,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-01,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-06,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-12,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-14,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-15,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-19,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-25,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-27,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-28,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-03-29,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-01,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-09,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-10,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-11,A
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-12,P
AKTU003,AKTU003-Management-2023-1084,2004-09-20,MBA202,2024-04-15,P
